SAngle,Nrplies,Stepply,SymLam,Thickpl,S11,S22,Thick,min_val
20,40,30,1,1,1169.752197,65.459991,10.16,1.580063653
20,40,30,1,2,583.942017,32.609474,20.32,2.618396099
20,40,35,0,1,1221.600586,66.718903,10.16,1.592507197
20,40,35,0,2,605.818359,33.218418,20.32,2.623814549
20,40,35,1,1,1188.4375,65.249657,10.16,1.583112371
20,40,35,1,2,592.024414,32.503841,20.32,2.619683153
20,40,40,0,1,1430.260254,78.388512,10.16,1.656862472
20,40,40,0,2,710.033447,39.060787,20.32,2.655987027
20,40,40,1,1,1386.881104,76.185493,10.16,1.643965597
20,40,40,1,2,692.44104,38.003174,20.32,2.65040172
20,40,45,0,1,1069.346558,61.220497,10.16,1.552071122
20,40,45,0,2,531.276306,30.526875,20.32,2.604018361
20,40,45,1,1,1030.224609,59.815079,10.16,1.541697015
20,40,45,1,2,513.192261,29.787958,20.32,2.599029945
20,40,50,0,1,1282.961426,70.45211,10.16,1.612084154
20,40,50,0,2,637.590393,35.045128,20.32,2.633721448
20,40,50,1,1,1258.201538,68.499847,10.16,1.603220566
20,40,50,1,2,627.120972,34.144253,20.32,2.629810594
20,40,55,0,1,1277.07312,69.041504,10.16,1.607930138
20,40,55,0,2,635.866516,34.419559,20.32,2.63204564
20,40,55,1,1,1262.223755,68.38636,10.16,1.603729354
20,40,55,1,2,629.168152,34.089363,20.32,2.630075759
25,8,5,0,1,21613.24219,2080.62207,2.032,8.794965224
25,8,5,0,2,10083.10742,959.490662,4.064,4.452837046
25,8,5,1,1,23584.82031,2162.505371,2.032,9.341681097
25,8,5,1,2,11237.64356,989.582825,4.064,4.734376707
25,8,10,0,1,18220.53516,1305.279419,2.032,6.482416113
25,8,10,0,2,8884.28125,642.420593,4.064,3.542500233
25,8,10,1,1,17927.05859,1262.562866,2.032,6.335029143
25,8,10,1,2,8697.114258,623.238403,4.064,3.465931416
25,8,15,0,1,6869.077637,576.165771,2.032,2.777555886
25,8,15,0,2,3786.915283,310.109802,4.064,1.868234296
25,8,15,1,1,5482.995605,431.052399,2.032,2.203906863
25,8,15,1,2,2726.272217,205.746277,4.064,1.443712856
25,8,20,0,1,7055.414551,501.240448,2.032,2.650493359
25,8,20,0,2,3586.854004,260.953705,4.064,1.724439353
25,8,20,1,1,5187.039062,285.5961,2.032,1.833914905
25,8,20,1,2,2601.088623,143.525864,4.064,1.285710309
25,8,25,0,1,5973.231934,380.953186,2.032,2.187503552
25,8,25,0,2,3019.844727,194.953735,4.064,1.475422476
25,8,25,1,1,5411.660156,318.481537,2.032,1.947135008
25,8,25,1,2,2669.628662,156.394638,4.064,1.326385943
25,8,30,0,1,6677.382812,416.977966,2.032,2.397423258
25,8,30,0,2,3291.245361,202.347626,4.064,1.542296886
25,8,30,1,1,6713.219238,415.951477,2.032,2.401923152
25,8,30,1,2,3311.087891,202.103149,4.064,1.545488761
25,8,35,0,1,7489.006348,449.303345,2.032,2.619495382
25,8,35,0,2,3689.190918,218.463089,4.064,1.651755922
25,8,35,1,1,7480.40918,446.328918,2.032,2.61145222
25,8,35,1,2,3677.618408,216.417725,4.064,1.645163668
25,8,40,0,1,5986.982422,357.356476,2.032,2.139061855
25,8,40,0,2,3025.109863,182.989868,4.064,1.450541868
25,8,40,1,1,5125.149902,293.490509,2.032,1.83937968
25,8,40,1,2,2560.581543,147.044083,4.064,1.285722192
25,8,45,0,1,6368.985352,410.225861,2.032,2.324999588
25,8,45,0,2,3238.23877,209.887329,4.064,1.54866021
25,8,45,1,1,5573.271973,314.923279,2.032,1.969743693
25,8,45,1,2,2784.045654,157.69487,4.064,1.350650441
25,8,50,0,1,7079.169434,383.017639,2.032,2.399330515
25,8,50,0,2,3527.991211,190.986374,4.064,1.562121863
25,8,50,1,1,6485.638672,349.732666,2.032,2.216075988
25,8,50,1,2,3235.734131,174.629028,4.064,1.471956426
25,8,55,0,1,5868.075195,346.222443,2.032,2.092693165
25,8,55,0,2,2897.830566,169.688477,4.064,1.397917235
25,8,55,1,1,5874.570801,347.136627,2.032,2.095887705
25,8,55,1,2,2904.868896,170.598999,4.064,1.401205619
25,9,5,0,1,19889.82422,1772.825439,2.286,7.836798125
25,9,5,0,2,9284.912109,813.686035,4.572,4.048882177
25,9,5,1,1,21527.41016,1780.338135,2.286,8.160089156
25,9,5,1,2,10255.03418,811.774536,4.572,4.226647095
25,9,10,0,1,13416.33106,960.898376,2.286,4.867500183
25,9,10,0,2,6657.09375,480.372101,4.572,2.835487459
25,9,10,1,1,12595.23145,880.753174,2.286,4.540257083
25,9,10,1,2,6111.896484,434.021027,4.572,2.633044433
25,9,15,0,1,5579.537598,452.231873,2.286,2.298281944
25,9,15,0,2,2748.338135,232.109695,4.572,1.5658122
25,9,15,1,1,3839.013184,269.812897,2.286,1.577514209
25,9,15,1,2,1909.467285,134.370453,4.572,1.197195825
25,9,20,0,1,5828.129395,344.78653,2.286,2.112578651
25,9,20,0,2,2954.87085,179.518097,4.572,1.490825521
25,9,20,1,1,3996.728271,240.879013,2.286,1.544526038
25,9,20,1,2,1997.208374,120.378105,4.572,1.183393554
25,9,25,0,1,5520.405762,347.511169,2.286,2.060771581
25,9,25,0,2,2726.674316,169.436996,4.572,1.426241696
25,9,25,1,1,5516.254395,337.217438,2.286,2.037736484
25,9,25,1,2,2701.375488,163.422501,4.572,1.408493852
25,9,30,0,1,6642.028809,403.160004,2.286,2.391397708
25,9,30,0,2,3260.477295,194.862854,4.572,1.581304583
25,9,30,1,1,6667.936035,403.59848,2.286,2.397203369
25,9,30,1,2,3272.104248,195.119202,4.572,1.584038902
25,9,35,0,1,6274.600098,354.890045,2.286,2.218137345
25,9,35,0,2,3175.934326,181.226624,4.572,1.535969035
25,9,35,1,1,5492.771973,298.15625,2.286,1.948876907
25,9,35,1,2,2729.508301,149.488937,4.572,1.38364213
25,9,40,0,1,6002.449219,359.72821,2.286,2.177569953
25,9,40,0,2,3016.937256,182.907486,4.572,1.509791381
25,9,40,1,1,5196.255371,283.974091,2.286,1.862615917
25,9,40,1,2,2591.017334,142.187561,4.572,1.341888314
25,9,45,0,1,5897.602539,348.728455,2.286,2.134127946
25,9,45,0,2,2983.208496,176.815231,4.572,1.490294795
25,9,45,1,1,5482.046387,311.133392,2.286,1.974924545
25,9,45,1,2,2727.136475,155.426147,4.572,1.396034623
25,9,50,0,1,5637.003906,320.69455,2.286,2.024651854
25,9,50,0,2,2792.048096,157.918488,4.572,1.413594397
25,9,50,1,1,5639.628418,333.615784,2.286,2.053081753
25,9,50,1,2,2809.378174,162.735245,4.572,1.427258397
25,9,55,0,1,4681.900879,277.256592,2.286,1.751650127
25,9,55,0,2,2349.511719,140.748428,4.572,1.293494373
25,9,55,1,1,4340.018066,254.170364,2.286,1.637630931
25,9,55,1,2,2159.465576,127.144936,4.572,1.228447765
25,10,5,0,1,18185.5293,1507.722534,2.54,6.974527357
25,10,5,0,2,8497.824219,691.489319,5.08,3.698054082
25,10,5,1,1,19483.90234,1467.331787,2.54,7.130640959
25,10,5,1,2,9286.939453,691.972107,5.08,3.847057054
25,10,10,0,1,9566.208984,693.090271,2.54,3.597037743
25,10,10,0,2,4872.361328,353.845703,5.08,2.288239539
25,10,10,1,1,8425.777344,583.11084,2.54,3.145413447
25,10,10,1,2,4100.743164,288.794647,5.08,2.002910202
25,10,15,0,1,5427.993652,409.284607,2.54,2.207488501
25,10,15,0,2,2718.734375,209.95192,5.08,1.573312793
25,10,15,1,1,3858.415283,221.702744,2.54,1.50761015
25,10,15,1,2,1924.767212,111.277313,5.08,1.211093448
25,10,20,0,1,4169.687988,289.346497,2.54,1.712230545
25,10,20,0,2,2098.264893,147.150589,5.08,1.321188103
25,10,20,1,1,3672.192383,235.105942,2.54,1.501673244
25,10,20,1,2,1822.577759,115.174622,5.08,1.20035954
25,10,25,0,1,5532.983887,334.704865,2.54,2.065920673
25,10,25,0,2,2716.461182,160.880386,5.08,1.466785955
25,10,25,1,1,5577.010254,338.008331,2.54,2.081318246
25,10,25,1,2,2741.079102,162.944733,5.08,1.475865268
25,10,30,0,1,5425.074219,317.770691,2.54,2.00907318
25,10,30,0,2,2718.194336,160.910904,5.08,1.467176906
25,10,30,1,1,4888.830078,273.397217,2.54,1.812584757
25,10,30,1,2,2421.572021,136.198181,5.08,1.358127307
25,10,35,0,1,6115.789062,348.611481,2.54,2.205265003
25,10,35,0,2,3098.772217,175.040787,5.08,1.569086357
25,10,35,1,1,5390.333008,285.691772,2.54,1.933199378
25,10,35,1,2,2680.661621,142.355957,5.08,1.420020718
25,10,40,0,1,5456.740723,300.893738,2.54,1.978519941
25,10,40,0,2,2748.958496,152.118011,5.08,1.453933526
25,10,40,1,1,5135.518066,280.987183,2.54,1.875249493
25,10,40,1,2,2561.135742,140.397842,5.08,1.393375853
25,10,45,0,1,4928.089844,293.300964,2.54,1.862981092
25,10,45,0,2,2409.616943,142.593262,5.08,1.369712932
25,10,45,1,1,5003.478027,300.097107,2.54,1.89181074
25,10,45,1,2,2459.294678,146.227692,5.08,1.386885735
25,10,50,0,1,4553.467773,262.493225,2.54,1.726128126
25,10,50,0,2,2290.213867,133.203125,5.08,1.327021857
25,10,50,1,1,4331.206055,243.006638,2.54,1.642320893
25,10,50,1,2,2156.63501,121.128845,5.08,1.27586927
25,10,55,0,1,4676.744629,277.553619,2.54,1.781805551
25,10,55,0,2,2344.112793,141.139923,5.08,1.35428855
25,10,55,1,1,4355.243164,245.123154,2.54,1.651404102
25,10,55,1,2,2171.409424,122.516365,5.08,1.281639516
25,11,5,0,1,16493.43945,1277.197876,2.794,6.189308819
25,11,5,0,2,7717.837891,586.819641,5.588,3.386453828
25,11,5,1,1,17463.58398,1260.756104,2.794,6.335661141
25,11,5,1,2,8330.449219,608.520386,5.588,3.548238982
25,11,10,0,1,6697.185059,504.75647,2.794,2.682367539
25,11,10,0,2,3519.375488,262.91333,5.588,1.898904158
25,11,10,1,1,5413.928223,374.150177,2.794,2.159364897
25,11,10,1,2,2647.718506,185.61853,5.588,1.568344582
25,11,15,0,1,5227.053711,370.666168,2.794,2.116792934
25,11,15,0,2,2628.639893,188.862823,5.588,1.57178203
25,11,15,1,1,3930.736328,216.66864,2.794,1.540765797
25,11,15,1,2,1956.761108,107.978584,5.588,1.270919916
25,11,20,0,1,3898.433594,262.885101,2.794,1.634636517
25,11,20,0,2,1936.33374,128.543289,5.588,1.311554012
25,11,20,1,1,3816.878906,247.654175,2.794,1.586413281
25,11,20,1,2,1875.360107,119.866302,5.588,1.281360403
25,11,25,0,1,4387.57373,277.707306,2.794,1.758398304
25,11,25,0,2,2157.619385,135.065247,5.588,1.367146601
25,11,25,1,1,4310.572754,270.705383,2.794,1.728821328
25,11,25,1,2,2115.853271,130.690353,5.588,1.349856225
25,11,30,0,1,5220.527344,305.099213,2.794,1.973802851
25,11,30,0,2,2637.134766,152.08316,5.588,1.493851223
25,11,30,1,1,4585.365234,247.146759,2.794,1.729407352
25,11,30,1,2,2282.586914,123.300606,5.588,1.365140951
25,11,35,0,1,5956.066895,322.721222,2.794,2.149818158
25,11,35,0,2,2999.772705,159.467926,5.588,1.577812898
25,11,35,1,1,5349.825195,283.451599,2.794,1.951240546
25,11,35,1,2,2662.23291,141.644196,5.588,1.475986392
25,11,40,0,1,4617.509766,262.482513,2.794,1.768592839
25,11,40,0,2,2263.602295,130.38887,5.588,1.376907311
25,11,40,1,1,4682.975586,267.578949,2.794,1.791887001
25,11,40,1,2,2305.854736,131.696136,5.588,1.387656165
25,11,45,0,1,4127.512207,245.437592,2.794,1.639864413
25,11,45,0,2,2057.831787,124.221504,5.588,1.324990496
25,11,45,1,1,3693.788086,217.005066,2.794,1.497065409
25,11,45,1,2,1837.682373,108.202568,5.588,1.249076943
25,11,50,0,1,4595.026855,266.366974,2.794,1.772776128
25,11,50,0,2,2293.313232,134.066971,5.588,1.390430763
25,11,50,1,1,4325.957031,237.851852,2.794,1.660671218
25,11,50,1,2,2154.213867,118.746529,5.588,1.331224352
25,11,55,0,1,4012.017334,231.409134,2.794,1.587877324
25,11,55,0,2,1996.140259,115.238152,5.588,1.29399987
25,11,55,1,1,4010.755127,232.012848,2.794,1.588945987
25,11,55,1,2,1982.156128,115.639412,5.588,1.292245435
25,12,5,0,1,14831.07617,1076.385742,3.048,5.473907305
25,12,5,0,2,6954.330078,516.304504,6.096,3.151790952
25,12,5,1,1,15490.85449,1100.22998,3.048,5.64917085
25,12,5,1,2,7394.628906,536.393799,6.096,3.277783296
25,12,10,0,1,4716.018555,388.780609,3.048,2.090620201
25,12,10,0,2,2555.512207,203.360596,6.096,1.650377125
25,12,10,1,1,3427.431885,266.936859,3.048,1.585564255
25,12,10,1,2,1687.049561,137.449249,6.096,1.345029358
25,12,15,0,1,4580.04248,262.968811,3.048,1.793099178
25,12,15,0,2,2301.665771,135.513382,6.096,1.456084239
25,12,15,1,1,3241.965332,188.276016,3.048,1.380711778
25,12,15,1,2,1615.497803,94.069481,6.096,1.23781931
25,12,20,0,1,3916.163574,249.254684,3.048,1.638969717
25,12,20,0,2,1917.131348,119.795036,6.096,1.349998422
25,12,20,1,1,3941.8125,250.726532,3.048,1.646961264
25,12,20,1,2,1931.125244,120.674904,6.096,1.354524695
25,12,25,0,1,3893.585693,239.825684,3.048,1.614349337
25,12,25,0,2,1948.833496,120.915871,6.096,1.358366002
25,12,25,1,1,3417.198975,200.430252,3.048,1.439847515
25,12,25,1,2,1691.477295,99.247787,6.096,1.263261803
25,12,30,0,1,5119.509277,312.296234,3.048,2.00090309
25,12,30,0,2,2583.885742,156.734207,6.096,1.554883349
25,12,30,1,1,4573.151367,244.535492,3.048,1.751951269
25,12,30,1,2,2279.266846,121.828468,6.096,1.422295437
25,12,35,0,1,5294.246582,280.247986,3.048,1.964372825
25,12,35,0,2,2609.462891,139.640427,6.096,1.52271954
25,12,35,1,1,5214.250488,278.526428,3.048,1.94565127
25,12,35,1,2,2569.343018,138.737228,6.096,1.513244201
25,12,40,0,1,3829.338379,221.75351,3.048,1.563227995
25,12,40,0,2,1907.748535,110.57766,6.096,1.328309683
25,12,40,1,1,3604.458252,209.405121,3.048,1.494363751
25,12,40,1,2,1790.20874,104.235115,6.096,1.29255736
25,12,45,0,1,4222.528809,245.751877,3.048,1.688839561
25,12,45,0,2,2120.651367,123.62796,6.096,1.396445829
25,12,45,1,1,3670.053223,208.119141,3.048,1.503882311
25,12,45,1,2,1826.799316,103.881927,6.096,1.298654444
25,12,50,0,1,4049.566895,228.99823,3.048,1.620185101
25,12,50,0,2,2016.725098,113.149315,6.096,1.354303123
25,12,50,1,1,4065.941406,230.266022,3.048,1.625996494
25,12,50,1,2,2018.310913,113.861443,6.096,1.3561402
25,12,55,0,1,3997.24292,227.889267,3.048,1.607976598
25,12,55,0,2,1985.210571,113.367401,6.096,1.348865687
25,12,55,1,1,4025.171143,228.895615,3.048,1.615389027
25,12,55,1,2,1989.948853,113.925194,6.096,1.350960154
25,13,5,0,1,13223.14258,941.54834,3.302,4.911359428
25,13,5,0,2,6219.907227,459.046112,6.604,2.951244739
25,13,5,1,1,13593.10156,959.627319,3.302,5.019816422
25,13,5,1,2,6492.349121,469.97113,6.604,3.025949255
25,13,10,0,1,3771.255859,325.352722,3.302,1.806815818
25,13,10,0,2,1905.579834,166.655609,6.604,1.510112671
25,13,10,1,1,2829.666504,196.884506,3.302,1.352498699
25,13,10,1,2,1421.19104,101.972595,6.604,1.279434606
25,13,15,0,1,3396.302734,226.809418,3.302,1.523445504
25,13,15,0,2,1692.630859,114.321091,6.604,1.357029023
25,13,15,1,1,3006.593262,181.291428,3.302,1.351957703
25,13,15,1,2,1488.86731,88.824356,6.604,1.263695282
25,13,20,0,1,3917.800049,240.945175,3.302,1.65179005
25,13,20,0,2,1918.085327,115.679863,6.604,1.402239622
25,13,20,1,1,3947.093994,243.115402,3.302,1.661975047
25,13,20,1,2,1932.834473,116.921051,6.604,1.407688736
25,13,25,0,1,3886.341309,218.882874,3.302,1.598189264
25,13,25,0,2,1916.358887,112.104317,6.604,1.394185004
25,13,25,1,1,3221.976074,181.565536,3.302,1.392934646
25,13,25,1,2,1603.535034,90.516701,6.604,1.288854605
25,13,30,0,1,4930.731934,274.651062,3.302,1.914592372
25,13,30,0,2,2469.160156,135.999619,6.604,1.54950076
25,13,30,1,1,4494.400879,238.853912,3.302,1.755381056
25,13,30,1,2,2238.919678,119.161446,6.604,1.469923809
25,13,35,0,1,4180.17627,231.826614,3.302,1.681269784
25,13,35,0,2,2052.23291,115.083923,6.604,1.426103774
25,13,35,1,1,4212.778809,233.845093,3.302,1.691747039
25,13,35,1,2,2067.959473,115.58075,6.604,1.430126726
25,13,40,0,1,3695.355469,208.851318,3.302,1.540689568
25,13,40,0,2,1863.824219,104.346893,6.604,1.367561945
25,13,40,1,1,3449.632568,191.444839,3.302,1.456980894
25,13,40,1,2,1718.704712,95.44352,6.604,1.321101501
25,13,45,0,1,3405.536133,202.953323,3.302,1.473596021
25,13,45,0,2,1685.890991,100.184029,6.604,1.325198678
25,13,45,1,1,3337.275146,198.07135,3.302,1.450241468
25,13,45,1,2,1649.371094,98.239372,6.604,1.314146533
25,13,50,0,1,4057.761719,226.256531,3.302,1.646273633
25,13,50,0,2,2013.552002,111.63456,6.604,1.411393022
25,13,50,1,1,4094.188965,228.711288,3.302,1.658411324
25,13,50,1,2,2030.582031,112.981819,6.604,1.417499145
25,13,55,0,1,3927.9104,221.643936,3.302,1.611953332
25,13,55,0,2,1962.016724,110.262726,6.604,1.39876403
25,13,55,1,1,3772.976807,208.588745,3.302,1.554675843
25,13,55,1,2,1877.857788,103.802559,6.604,1.369016301
25,14,5,0,1,11692.98731,829.770508,3.556,4.413253515
25,14,5,0,2,5525.749023,405.636414,7.112,2.766569648
25,14,5,1,1,11795.49707,831.777954,3.556,4.43681452
25,14,5,1,2,5636.481934,407.962708,7.112,2.792361893
25,14,10,0,1,3665.605957,300.555847,3.556,1.763871597
25,14,10,0,2,1791.54541,150.66391,7.112,1.51511457
25,14,10,1,1,2529.265137,154.971237,3.556,1.236030158
25,14,10,1,2,1259.538086,78.193352,7.112,1.258670098
25,14,15,0,1,3144.928223,206.539124,3.556,1.462965121
25,14,15,0,2,1553.600098,101.331207,7.112,1.36383452
25,14,15,1,1,3031.318359,188.171951,3.556,1.401950465
25,14,15,1,2,1492.960083,91.253319,7.112,1.330674489
25,14,20,0,1,3322.669922,210.852417,3.556,1.505617728
25,14,20,0,2,1644.324585,103.472595,7.112,1.385475389
25,14,20,1,1,3168.422607,195.592621,3.556,1.443702203
25,14,20,1,2,1557.630859,94.853058,7.112,1.350583479
25,14,25,0,1,3864.17749,230.485245,3.556,1.649599755
25,14,25,0,2,1916.776733,115.426971,7.112,1.462407467
25,14,25,1,1,3233.766113,179.720078,3.556,1.421635099
25,14,25,1,2,1611.426025,89.503227,7.112,1.34910287
25,14,30,0,1,4306.580078,234.800552,3.556,1.741880634
25,14,30,0,2,2124.101562,116.283546,7.112,1.503132926
25,14,30,1,1,4268.388672,233.247955,3.556,1.731362779
25,14,30,1,2,2106.849609,115.801323,7.112,1.498855541
25,14,35,0,1,3782.334717,205.352646,3.556,1.579913481
25,14,35,0,2,1884.987305,103.039444,7.112,1.429663107
25,14,35,1,1,3436.181396,189.517044,3.556,1.480770593
25,14,35,1,2,1706.494629,94.449944,7.112,1.377623838
25,14,40,0,1,3188.454346,178.283279,3.556,1.41003255
25,14,40,0,2,1582.506348,89.952248,7.112,1.344651287
25,14,40,1,1,2886.165527,166.026505,3.556,1.326852263
25,14,40,1,2,1436.62561,82.715027,7.112,1.301650603
25,14,45,0,1,3357.595947,198.312134,3.556,1.485052232
25,14,45,0,2,1650.91394,97.996773,7.112,1.374871278
25,14,45,1,1,3392.937744,200.019058,3.556,1.495369466
25,14,45,1,2,1672.939575,98.946907,7.112,1.381055429
25,14,50,0,1,3833.274414,213.728714,3.556,1.607575091
25,14,50,0,2,1919.437866,106.136337,7.112,1.442818572
25,14,50,1,1,3675.442627,198.744568,3.556,1.545583477
25,14,50,1,2,1835.069946,98.857773,7.112,1.411262151
25,14,55,0,1,3846.081299,209.899384,3.556,1.60169675
25,14,55,0,2,1913.51123,104.832123,7.112,1.438887405
25,14,55,1,1,3755.687744,206.655502,3.556,1.577734159
25,14,55,1,2,1868.58606,103.209244,7.112,1.426955008
25,15,5,0,1,10258.92871,726.946716,3.81,3.952525817
25,15,5,0,2,4879.82959,356.010712,7.62,2.599120939
25,15,5,1,1,10118.90234,713.537354,3.81,3.897277658
25,15,5,1,2,4838.062012,350.208801,7.62,2.578744846
25,15,10,0,1,3618.983887,279.565918,3.81,1.740226329
25,15,10,0,2,1784.954834,140.106949,7.62,1.552012975
25,15,10,1,1,2584.509521,148.114761,3.81,1.262043667
25,15,10,1,2,1282.821899,74.578224,7.62,1.31617932
25,15,15,0,1,3082.251221,195.366226,3.81,1.457535566
25,15,15,0,2,1521.939575,94.417595,7.62,1.403909822
25,15,15,1,1,3076.950928,192.112961,3.81,1.449507674
25,15,15,1,2,1514.690674,92.69548,7.62,1.398827161
25,15,20,0,1,3064.785889,190.727112,3.81,1.444230299
25,15,20,0,2,1532.553467,95.928101,7.62,1.409165885
25,15,20,1,1,2658.861816,156.190826,3.81,1.293446485
25,15,20,1,2,1317.611572,78.104912,7.62,1.330327655
25,15,25,0,1,3690.082764,211.123901,3.81,1.605574629
25,15,25,0,2,1827.136108,105.110649,7.62,1.484254288
25,15,25,1,1,3234.935303,177.056656,3.81,1.446575571
25,15,25,1,2,1614.603149,88.108543,7.62,1.407643048
25,15,30,0,1,3509.268311,198.90155,3.81,1.545245214
25,15,30,0,2,1727.463867,98.703697,7.62,1.451712874
25,15,30,1,1,3545.739746,200.318741,3.81,1.555147805
25,15,30,1,2,1744.8927,99.334084,7.62,1.456343779
25,15,35,0,1,3790.418701,196.760971,3.81,1.593332633
25,15,35,0,2,1880.129639,99.407204,7.62,1.481858802
25,15,35,1,1,3365.552979,182.172897,3.81,1.482128528
25,15,35,1,2,1678.952515,90.763268,7.62,1.4254485
25,15,40,0,1,2875.530273,168.459595,3.81,1.360598888
25,15,40,0,2,1422.834595,83.606461,7.62,1.361952213
25,15,40,1,1,2859.199951,167.552261,3.81,1.35557515
25,15,40,1,2,1413.925781,83.124054,7.62,1.359238768
25,15,45,0,1,2981.010986,176.298401,3.81,1.397325292
25,15,45,0,2,1496.51123,88.596985,7.62,1.386556904
25,15,45,1,1,2776.952881,162.447403,3.81,1.329116293
25,15,45,1,2,1383.504028,81.000763,7.62,1.34894379
25,15,50,0,1,3802.942627,209.93248,3.81,1.624159807
25,15,50,0,2,1903.025391,104.217445,7.62,1.496552277
25,15,50,1,1,3665.890137,196.540131,3.81,1.569506035
25,15,50,1,2,1828.987427,97.886139,7.62,1.468980849
25,15,55,0,1,3256.72168,185.100189,3.81,1.46805194
25,15,55,0,2,1640.362793,94.204849,7.62,1.425654184
25,15,55,1,1,3293.603027,187.837891,3.81,1.480886548
25,15,55,1,2,1627.775757,93.20993,7.62,1.421142938
25,16,5,0,1,8933.37207,632.088623,4.064,3.529365367
25,16,5,0,2,4286.652832,310.559082,8.128,2.450586502
25,16,5,1,1,8579.087891,604.05481,4.064,3.402323434
25,16,5,1,2,4105.382324,296.678802,8.128,2.386586866
25,16,10,0,1,3533.043457,258.935089,4.064,1.7099853
25,16,10,0,2,1752.168091,129.53273,8.128,1.583962285
25,16,10,1,1,2613.826172,145.250687,4.064,1.291827947
25,16,10,1,2,1299.256226,72.387016,8.128,1.375483009
25,16,15,0,1,3092.587646,189.388962,4.064,1.477029831
25,16,15,0,2,1523.621826,90.992775,8.128,1.457780228
25,16,15,1,1,3123.04541,192.172729,4.064,1.488759618
25,16,15,1,2,1532.565796,92.57135,8.128,1.462870357
25,16,20,0,1,2985.833984,178.955719,4.064,1.434455156
25,16,20,0,2,1491.993042,90.486053,8.128,1.450754215
25,16,20,1,1,2568.545898,145.231308,4.064,1.283295995
25,16,20,1,2,1280.603027,72.330238,8.128,1.371862771
25,16,25,0,1,3392.449219,184.122055,4.064,1.521865969
25,16,25,0,2,1685.149658,91.771019,8.128,1.489749386
25,16,25,1,1,3181.131104,175.767059,4.064,1.464178966
25,16,25,1,2,1586.896118,87.351692,8.128,1.461771545
25,16,30,0,1,3185.975342,176.168015,4.064,1.465954193
25,16,30,0,2,1581.087158,87.886177,8.128,1.461838009
25,16,30,1,1,2969.620361,165.611542,4.064,1.402562827
25,16,30,1,2,1474.675537,82.496613,8.128,1.430232718
25,16,35,0,1,3127.74585,169.882263,4.064,1.441445348
25,16,35,0,2,1554.060669,84.896339,8.128,1.450306027
25,16,35,1,1,2892.308594,161.138062,4.064,1.378394482
25,16,35,1,2,1438.9646,80.255386,8.128,1.418691021
25,16,40,0,1,2875.119141,166.518112,4.064,1.386804
25,16,40,0,2,1423.804077,82.555771,8.128,1.420822229
25,16,40,1,1,2875.328369,166.488068,4.064,1.38677827
25,16,40,1,2,1424.216187,82.537712,8.128,1.420860453
25,16,45,0,1,3017.671143,179.26683,4.064,1.441097296
25,16,45,0,2,1507.13501,89.673882,8.128,1.451837289
25,16,45,1,1,2778.873291,158.073914,4.064,1.350500178
25,16,45,1,2,1386.912231,78.690239,8.128,1.405547101
25,16,50,0,1,3461.987305,188.283554,4.064,1.543902196
25,16,50,0,2,1729.4021,95.061859,8.128,1.505162048
25,16,50,1,1,3503.467529,192.252365,4.064,1.560260951
25,16,50,1,2,1737.309204,95.027481,8.128,1.5065703
25,16,55,0,1,3081.968018,171.20993,4.064,1.435732636
25,16,55,0,2,1536.289795,85.146988,8.128,1.447515932
25,16,55,1,1,2959.344727,165.105576,4.064,1.399542166
25,16,55,1,2,1475.306885,82.237595,8.128,1.429791057
25,17,5,0,1,7723.519531,545.876648,4.318,3.146593746
25,17,5,0,2,3747.773193,269.504852,8.636,2.321740667
25,17,5,1,1,7186.637207,505.519135,4.318,2.958668822
25,17,5,1,2,3443.709473,248.054947,8.636,2.218350547
25,17,10,0,1,3523.763916,207.113037,4.318,1.626677706
25,17,10,0,2,1743.019287,103.85051,8.636,1.58767776
25,17,10,1,1,2272.280029,130.536392,4.318,1.226453353
25,17,10,1,2,1128.742798,65.508865,8.636,1.389600064
25,17,15,0,1,3102.179199,185.669647,4.318,1.501266485
25,17,15,0,2,1520.093262,89.210472,8.636,1.514224994
25,17,15,1,1,3129.805908,188.357574,4.318,1.512258227
25,17,15,1,2,1536.303101,90.798172,8.636,1.520697203
25,17,20,0,1,3005.119873,187.06134,4.318,1.486076928
25,17,20,0,2,1488.62146,93.215233,8.636,1.516982973
25,17,20,1,1,2587.204834,143.27742,4.318,1.313049923
25,17,20,1,2,1290.249756,71.404572,8.636,1.432630093
25,17,25,0,1,2982.968018,167.744659,4.318,1.440157658
25,17,25,0,2,1482.178955,82.880287,8.636,1.493429175
25,17,25,1,1,3000.219482,168.552246,4.318,1.445138442
25,17,25,1,2,1481.431274,83.318222,8.636,1.494235871
25,17,30,0,1,3241.121582,173.37999,4.318,1.500745951
25,17,30,0,2,1605.524658,86.152847,8.636,1.523632299
25,17,30,1,1,2870.218262,156.724457,4.318,1.395189615
25,17,30,1,2,1431.328491,78.129372,8.636,1.473622464
25,17,35,0,1,2911.48877,162.807022,4.318,1.416079327
25,17,35,0,2,1437.497314,80.740204,8.636,1.48042416
25,17,35,1,1,2898.793945,162.309906,4.318,1.412624202
25,17,35,1,2,1430.522827,80.476028,8.636,1.478545253
25,17,40,0,1,2778.82251,156.289474,4.318,1.377112408
25,17,40,0,2,1377.395264,77.466003,8.636,1.462075673
25,17,40,1,1,2572.972168,144.852173,4.318,1.313786169
25,17,40,1,2,1283.178467,72.141304,8.636,1.43289716
