SAngle,Nrplies,Stepply,SymLam,Thickpl,S11,S22,Thick,min_val
0,10,30,1,1,6999.839355,407.911469,2.54,2.499240623
0,10,30,1,2,3440.2854,197.577957,5.08,1.681849095
0,10,35,0,1,5402.290039,310.462677,2.54,1.989000035
0,10,35,0,2,2690.308594,158.949524,5.08,1.457707508
0,10,35,1,1,4624.283203,260.664551,2.54,1.73545213
0,10,35,1,2,2303.966309,130.467819,5.08,1.323686265
0,10,40,0,1,5379.836914,317.925323,2.54,2.000925525
0,10,40,0,2,2689.26709,160.061951,5.08,1.459917473
0,10,40,1,1,4749.848145,267.170837,2.54,1.773063202
0,10,40,1,2,2365.449219,133.650436,5.08,1.342095644
0,10,45,0,1,8071.07373,434.203949,2.54,2.756945674
0,10,45,0,2,3990.655518,213.140533,5.08,1.818692305
0,10,45,1,1,8067.462891,433.882721,2.54,2.755574094
0,10,45,1,2,3993.348389,213.40535,5.08,1.819769796
0,10,50,0,1,4888.41748,285.20282,2.54,1.838033023
0,10,50,0,2,2420.885254,140.701904,5.08,1.367736318
0,10,50,1,1,4810.762695,280.131866,2.54,1.812508526
0,10,50,1,2,2376.306885,137.723816,5.08,1.352938765
0,10,55,0,1,4992.221191,284.839325,2.54,1.856710284
0,10,55,0,2,2496.963379,144.11554,5.08,1.389381801
0,10,55,1,1,4571.354492,254.20015,2.54,1.711550913
0,10,55,1,2,2272.98999,127.051559,5.08,1.310491697
0,11,5,0,1,20412.01367,1665.983276,2.794,7.764658566
0,11,5,0,2,12639.10742,868.251404,5.588,4.917692975
0,11,5,1,1,19472.80664,2126.927979,2.794,8.585194443
0,11,5,1,2,11686.60938,971.749817,5.588,4.962879943
0,11,10,0,1,9014.623047,600.093201,2.794,3.323020634
0,11,10,0,2,4236.045898,284.728058,5.588,2.080446839
0,11,10,1,1,9006.370117,586.537537,2.794,3.292163666
0,11,10,1,2,4254.320801,276.74118,5.588,2.066604458
0,11,15,0,1,5173.777344,347.116211,2.794,2.055884789
0,11,15,0,2,2561.034424,180.803253,5.588,1.541679907
0,11,15,1,1,3912.909424,222.548279,2.794,1.550135985
0,11,15,1,2,1953.281128,111.454277,5.588,1.277782432
0,11,20,0,1,4907.674805,306.32132,2.794,1.917785394
0,11,20,0,2,2463.503906,153.494324,5.588,1.464346602
0,11,20,1,1,4436.980957,260.732056,2.794,1.730958915
0,11,20,1,2,2199.365234,127.795006,5.588,1.359254508
0,11,25,0,1,5460.989746,325.015259,2.794,2.061951273
0,11,25,0,2,2672.970947,155.843552,5.588,1.508701084
0,11,25,1,1,5534.630371,331.940521,2.794,2.090732429
0,11,25,1,2,2714.108887,159.944656,5.588,1.5252817
0,11,30,0,1,5774.807129,332.267853,2.794,2.136473316
0,11,30,0,2,2903.500244,167.590332,5.588,1.57732377
0,11,30,1,1,5193.549805,284.303192,2.794,1.923780193
0,11,30,1,2,2581.330566,140.638321,5.588,1.458642337
0,11,35,0,1,5327.410156,312.780884,2.794,2.010452397
0,11,35,0,2,2667.429688,158.35582,5.588,1.513094029
0,11,35,1,1,4593.600586,257.325836,2.794,1.752960296
0,11,35,1,2,2291.603027,128.519058,5.588,1.378114612
0,11,40,0,1,4831.917969,284.23584,2.794,1.855828598
0,11,40,0,2,2387.026611,140.388077,5.588,1.421669278
0,11,40,1,1,4701.246094,273.080627,2.794,1.807208242
0,11,40,1,2,2345.699219,134.345169,5.588,1.400854645
0,11,45,0,1,5720.814453,316.466766,2.794,2.092185177
0,11,45,0,2,2826.709473,155.482712,5.588,1.536746863
0,11,45,1,1,5726.757324,317.088684,2.794,2.094644153
0,11,45,1,2,2828.142334,155.686996,5.588,1.53745722
0,11,50,0,1,4856.834961,264.771912,2.794,1.818416365
0,11,50,0,2,2430.039062,134.313675,5.588,1.41660027
0,11,50,1,1,4338.259766,238.92984,2.794,1.665308766
0,11,50,1,2,2163.042236,119.329216,5.588,1.334139535
0,11,55,0,1,3850.064697,231.763351,2.794,1.558277079
0,11,55,0,2,1921.253906,115.321121,5.588,1.280138072
0,11,55,1,1,3744.563232,220.547684,2.794,1.514245463
0,11,55,1,2,1861.243164,109.096169,5.588,1.255426702
0,12,5,0,1,18224.50391,1351.622559,3.048,6.705281637
0,12,5,0,2,11204.99316,781.837219,6.096,4.52291507
0,12,5,1,1,17155.66406,1750.462158,3.048,7.367230056
0,12,5,1,2,10172.44141,793.457397,6.096,4.354436325
0,12,10,0,1,6637.537598,462.594177,3.048,2.610501926
0,12,10,0,2,3230.726807,224.100784,6.096,1.821823512
0,12,10,1,1,6182.165527,402.805878,3.048,2.395847664
0,12,10,1,2,2932.8396,192.010574,6.096,1.696585423
0,12,15,0,1,5065.268555,336.524323,3.048,2.043118012
0,12,15,0,2,2525.79248,170.437302,6.096,1.573619175
0,12,15,1,1,3928.583252,219.141083,3.048,1.576187918
0,12,15,1,2,1962.343628,109.466644,6.096,1.336144066
0,12,20,0,1,4529.660645,275.714661,3.048,1.811211179
0,12,20,0,2,2233.999023,134.035965,6.096,1.440202309
0,12,20,1,1,4418.396484,265.859436,3.048,1.769040554
0,12,20,1,2,2179.560059,128.578094,6.096,1.418194201
0,12,25,0,1,4352.581543,264.977356,3.048,1.754793052
0,12,25,0,2,2137.186523,128.50853,6.096,1.410098754
0,12,25,1,1,4302.200195,261.505951,3.048,1.737840809
0,12,25,1,2,2107.845947,126.351288,6.096,1.399933089
0,12,30,0,1,5576.504395,317.76004,3.048,2.098403309
0,12,30,0,2,2818.501709,159.13446,6.096,1.604063579
0,12,30,1,1,4972.905273,264.792419,3.048,1.870703888
0,12,30,1,2,2484.18042,131.912338,6.096,1.482519695
0,12,35,0,1,4909.504395,281.510834,3.048,1.894964148
0,12,35,0,2,2441.580566,141.658508,6.096,1.495605022
0,12,35,1,1,4569.91748,251.029129,3.048,1.765385212
0,12,35,1,2,2283.137695,125.107559,6.096,1.430111148
0,12,40,0,1,3949.349365,234.529861,3.048,1.613354597
0,12,40,0,2,1961.432251,114.196175,6.096,1.346199196
0,12,40,1,1,3967.269775,240.334625,3.048,1.629265515
0,12,40,1,2,1972.521606,117.303505,6.096,1.354997001
0,12,45,0,1,5467.898926,290.243286,3.048,2.018544099
0,12,45,0,2,2728.116211,146.623764,6.096,1.560066144
0,12,45,1,1,4962.460449,263.725983,3.048,1.866439676
0,12,45,1,2,2477.980713,131.366104,6.096,1.480176203
0,12,50,0,1,3730.568115,217.688141,3.048,1.535918583
0,12,50,0,2,1862.232422,108.666115,6.096,1.315642341
0,12,50,1,1,3548.79541,204.570145,3.048,1.473472966
0,12,50,1,2,1767.885254,101.491577,6.096,1.282439733
0,12,55,0,1,3819.639404,223.914124,3.048,1.566081035
0,12,55,0,2,1892.214111,109.72509,6.096,1.323553584
0,12,55,1,1,3847.887939,227.297913,3.048,1.578693936
0,12,55,1,2,1908.036865,111.555359,6.096,1.330477688
0,13,5,0,1,16013.15918,1199.534424,3.302,5.99229529
0,13,5,0,2,9777.736328,694.383301,6.604,4.127174861
0,13,5,1,1,14830.61719,1433.868286,3.302,6.277236476
0,13,5,1,2,8674.168945,662.066467,6.604,3.850381741
0,13,10,0,1,4801.880859,371.027679,3.302,2.09881467
0,13,10,0,2,2437.258545,183.739288,6.604,1.646740113
0,13,10,1,1,4062.112061,280.360901,3.302,1.764071743
0,13,10,1,2,1939.391846,134.035706,6.604,1.445922903
0,13,15,0,1,4891.378906,316.01181,3.302,1.996642323
0,13,15,0,2,2444.325195,159.208496,6.604,1.59502556
0,13,15,1,1,3927.144287,216.24762,3.302,1.600141975
0,13,15,1,2,1961.841064,107.859825,6.604,1.393535632
0,13,20,0,1,4446.922363,265.261597,3.302,1.803576531
0,13,20,0,2,2178.58374,127.573761,6.604,1.47679961
0,13,20,1,1,4470.458008,267.981781,3.302,1.813870944
0,13,20,1,2,2199.843018,129.123016,6.604,1.484135465
0,13,25,0,1,3846.575195,233.938965,3.302,1.623286827
0,13,25,0,2,1924.864868,116.957664,6.604,1.406273598
0,13,25,1,1,3425.967529,201.350494,3.302,1.473961331
0,13,25,1,2,1696.663574,99.113068,6.604,1.324902946
0,13,30,0,1,5459.131836,318.942749,3.302,2.109433163
0,13,30,0,2,2755.951904,159.79007,6.604,1.654713025
0,13,30,1,1,4932.526855,261.257904,3.302,1.88597074
0,13,30,1,2,2461.934326,130.260422,6.604,1.535736842
0,13,35,0,1,4265.440918,243.073135,3.302,1.721573707
0,13,35,0,2,2118.587158,118.712502,6.604,1.446390772
0,13,35,1,1,4271.263672,247.631332,3.302,1.732521035
0,13,35,1,2,2116.921143,121.219154,6.604,1.451498182
0,13,40,0,1,3551.257324,210.343948,3.302,1.516898474
0,13,40,0,2,1763.23877,105.48838,6.604,1.351170253
0,13,40,1,1,3271.596924,188.22438,3.302,1.416636056
0,13,40,1,2,1631.867188,93.527649,6.604,1.300677042
0,13,45,0,1,5362.299805,288.985291,3.302,2.026504275
0,13,45,0,2,2678.898926,144.668976,6.604,1.607571335
0,13,45,1,1,4921.970703,260.24057,3.302,1.88179182
0,13,45,1,2,2457.384277,129.80011,6.604,1.533888438
0,13,50,0,1,3610.391602,208.271927,3.302,1.523506105
0,13,50,0,2,1781.720459,102.343307,6.604,1.347835412
0,13,50,1,1,3640.733643,210.790268,3.302,1.5346403
0,13,50,1,2,1797.515015,103.688873,6.604,1.353706223
0,13,55,0,1,3492.724609,202.183701,3.302,1.488279812
0,13,55,0,2,1743.160767,101.866966,6.604,1.339575543
0,13,55,1,1,3235.341797,184.40892,3.302,1.401588576
0,13,55,1,2,1614.725586,92.055618,6.604,1.294280221
0,14,5,0,1,13799.05078,1045.291504,3.556,5.27413176
0,14,5,0,2,8372.993164,605.29895,7.112,3.732130705
0,14,5,1,1,12522.74121,1172.607666,3.556,5.310101904
0,14,5,1,2,7208.614258,563.747131,7.112,3.423967889
0,14,10,0,1,3825.198975,311.37088,3.556,1.817179143
0,14,10,0,2,1931.270752,157.07489,7.112,1.55517465
0,14,10,1,1,3047.171387,206.195068,3.556,1.443891809
0,14,10,1,2,1514.112305,99.211456,7.112,1.351847313
0,14,15,0,1,3992.193848,245.087082,3.556,1.705174362
0,14,15,0,2,1989.913574,123.510811,7.112,1.493599197
0,14,15,1,1,3359.578613,192.178787,3.556,1.472162692
0,14,15,1,2,1669.621948,94.807831,7.112,1.37148402
0,14,20,0,1,4440.464844,261.335327,3.556,1.824356514
0,14,20,0,2,2172.209717,125.542473,7.112,1.532172507
0,14,20,1,1,4489.13916,265.396362,3.556,1.842263564
0,14,20,1,2,2199.612061,127.915314,7.112,1.542440913
0,14,25,0,1,3811.746338,220.514374,3.556,1.618210274
0,14,25,0,2,1884.857544,111.61541,7.112,1.448181406
0,14,25,1,1,3230.515137,181.805984,3.556,1.425535608
0,14,25,1,2,1612.612793,90.601692,7.112,1.351700449
0,14,30,0,1,5227.908203,285.610107,3.556,2.024488155
0,14,30,0,2,2613.430908,142.879303,7.112,1.652386518
0,14,30,1,1,4861.716797,256.79715,3.556,1.893528981
0,14,30,1,2,2420.085449,127.46994,7.112,1.582816703
0,14,35,0,1,3494.607422,204.986084,3.556,1.525172046
0,14,35,0,2,1723.199463,100.888229,7.112,1.394676611
0,14,35,1,1,3438.384277,202.257401,3.556,1.508730351
0,14,35,1,2,1709.850464,99.339996,7.112,1.388826143
0,14,40,0,1,3638.639648,204.292587,3.556,1.550678636
0,14,40,0,2,1818.818726,103.042015,7.112,1.417262057
0,14,40,1,1,3229.584961,183.951447,3.556,1.430000039
0,14,40,1,2,1611.110596,91.628632,7.112,1.353639198
0,14,45,0,1,4782.945312,256.618744,3.556,1.878373584
0,14,45,0,2,2368.781006,126.579071,7.112,1.571270916
0,14,45,1,1,4788.912598,257.120789,3.556,1.880577953
0,14,45,1,2,2372.184082,126.873596,7.112,1.572545804
0,14,50,0,1,3181.921143,184.738907,3.556,1.422765689
0,14,50,0,2,1593.512573,92.630325,7.112,1.352505391
0,14,50,1,1,3001.954834,171.11821,3.556,1.35957185
0,14,50,1,2,1499.209473,85.381134,7.112,1.319149633
0,14,55,0,1,3503.55957,202.5159,3.556,1.521509636
0,14,55,0,2,1753.364746,101.482567,7.112,1.401617656
0,14,55,1,1,3243.889893,182.344513,3.556,1.429207761
0,14,55,1,2,1620.381836,90.917915,7.112,1.35384087
0,15,5,0,1,11628.375,888.789917,3.81,4.559228241
0,15,5,0,2,7019.814453,514.370911,7.62,3.342768531
0,15,5,1,1,11028.7334,959.012451,3.81,4.598627947
0,15,5,1,2,5808.692383,465.685394,7.62,3.01041716
0,15,10,0,1,3554.907959,272.906494,3.81,1.713813337
0,15,10,0,2,1789.241821,138.459839,7.62,1.549255466
0,15,10,1,1,2696.917725,168.173492,3.81,1.326490435
0,15,10,1,2,1341.487671,82.168373,7.62,1.343590285
0,15,15,0,1,3452.596436,215.725021,3.81,1.57099431
0,15,15,0,2,1708.292725,106.164055,7.62,1.464248789
0,15,15,1,1,3204.449463,191.756439,3.81,1.472642791
0,15,15,1,2,1580.850098,93.365089,7.62,1.412679856
0,15,20,0,1,3697.256836,221.673935,3.81,1.629730651
0,15,20,0,2,1821.188232,108.072525,7.62,1.489543118
0,15,20,1,1,3588.969971,212.887299,3.81,1.590428732
0,15,20,1,2,1762.506836,103.253731,7.62,1.468121342
0,15,25,0,1,3786.491699,221.143539,3.81,1.645315386
0,15,25,0,2,1881.157959,110.766289,7.62,1.506611796
0,15,25,1,1,3230.795654,179.77182,3.81,1.451670012
0,15,25,1,2,1611.535278,89.49588,7.62,1.41006747
0,15,30,0,1,4471.617188,245.06366,3.81,1.825495596
0,15,30,0,2,2204.272461,119.830559,7.62,1.586794187
0,15,30,1,1,4516.05957,248.540222,3.81,1.841345433
0,15,30,1,2,2227.960938,121.75985,7.62,1.595407216
0,15,35,0,1,3393.721436,191.966187,3.81,1.508584795
0,15,35,0,2,1682.64563,96.46785,7.62,1.438475191
0,15,35,1,1,3089.867432,172.677765,3.81,1.409907473
0,15,35,1,2,1541.876221,86.013596,7.62,1.389477134
0,15,40,0,1,2973.192383,176.851959,3.81,1.397056186
0,15,40,0,2,1480.951782,87.631798,7.62,1.381552617
0,15,40,1,1,2909.569824,170.052826,3.81,1.370426128
0,15,40,1,2,1449.372437,84.044296,7.62,1.367874729
0,15,45,0,1,4751.188477,253.956696,3.81,1.897143398
0,15,45,0,2,2353.193848,125.323486,7.62,1.626593546
0,15,45,1,1,4748.312988,253.721115,3.81,1.89609488
0,15,45,1,2,2352.684814,125.260941,7.62,1.62636287
0,15,50,0,1,3232.852295,181.048889,3.81,1.454816863
0,15,50,0,2,1618.547607,91.184822,7.62,1.415034048
0,15,50,1,1,3001.755615,168.281555,3.81,1.383881189
0,15,50,1,2,1498.203735,83.875305,7.62,1.376665211
0,15,55,0,1,3150.198975,179.817108,3.81,1.436656055
0,15,55,0,2,1563.715942,88.717033,7.62,1.399417351
0,15,55,1,1,3153.86377,180.20723,3.81,1.438186711
0,15,55,1,2,1565.872559,88.937943,7.62,1.40029936
0,16,5,0,1,9565.696289,736.791748,4.064,3.874311293
0,16,5,0,2,5755.274414,425.717743,8.128,2.974944748
0,16,5,1,1,10011.4082,786.0672,4.064,4.064423795
0,16,5,1,2,4667.040527,369.918579,8.128,2.650254053
0,16,10,0,1,3450.425781,247.311874,4.064,1.66936321
0,16,10,0,2,1709.575562,125.697433,8.128,1.567683651
0,16,10,1,1,2599.874512,150.343002,4.064,1.300222421
0,16,10,1,2,1298.071533,75.205429,8.128,1.381354745
0,16,15,0,1,3268.309326,200.73259,4.064,1.534504409
0,16,15,0,2,1611.881592,97.560951,8.128,1.488530395
0,16,15,1,1,3219.945312,193.990097,4.064,1.510857794
0,16,15,1,2,1586.690308,93.831451,8.128,1.475743246
0,16,20,0,1,3339.743896,200.773163,4.064,1.547986117
0,16,20,0,2,1666.145752,99.996414,8.128,1.503970791
0,16,20,1,1,2979.598145,172.225967,4.064,1.418735121
0,16,20,1,2,1476.126099,84.807411,8.128,1.435501019
0,16,25,0,1,3630.846191,205.391907,4.064,1.612554271
0,16,25,0,2,1800.852295,103.472038,8.128,1.536743131
0,16,25,1,1,3227.289795,177.286713,4.064,1.476119459
0,16,25,1,2,1610.575806,88.390213,8.128,1.468456938
0,16,30,0,1,3638.81543,203.886475,4.064,1.610793515
0,16,30,0,2,1795.358521,99.902214,8.128,1.52799451
0,16,30,1,1,3668.485352,206.202988,4.064,1.621365302
0,16,30,1,2,1808.75708,101.024467,8.128,1.532933233
0,16,35,0,1,3414.554932,189.719772,4.064,1.538113962
0,16,35,0,2,1699.501343,95.102646,8.128,1.499643845
0,16,35,1,1,3080.298828,170.590302,4.064,1.434079926
0,16,35,1,2,1537.227905,85.009354,8.128,1.447394241
0,16,40,0,1,2943.291504,170.386337,4.064,1.407950048
0,16,40,0,2,1468.012085,83.641174,8.128,1.431458048
0,16,40,1,1,2964.038086,173.430344,4.064,1.418421669
0,16,40,1,2,1472.089844,85.216469,8.128,1.435628671
0,16,45,0,1,4544.987305,243.398315,4.064,1.866131747
0,16,45,0,2,2274.761719,121.265808,8.128,1.664074164
0,16,45,1,1,4279.375,223.228989,4.064,1.772720086
0,16,45,1,2,2135.713135,111.542274,8.128,1.616978697
0,16,50,0,1,3049.095459,172.319748,4.064,1.431968637
0,16,50,0,2,1520.570923,85.919456,8.128,1.446238845
0,16,50,1,1,2965.086182,164.197205,4.064,1.398654643
0,16,50,1,2,1479.736938,81.746399,8.128,1.429559647
0,16,55,0,1,2759.664795,160.295288,4.064,1.351701556
0,16,55,0,2,1378.027954,80.083755,8.128,1.406894306
0,16,55,1,1,2651.053467,151.016525,4.064,1.311274741
0,16,55,1,2,1322.823975,75.20417,8.128,1.385993106
0,17,5,0,1,7985.15625,593.194519,4.318,3.297959541
0,17,5,0,2,4616.609863,343.351898,8.636,2.644316831
0,17,5,1,1,8949.804688,648.442993,4.318,3.598287283
0,17,5,1,2,4182.708984,301.514282,8.636,2.472500706
0,17,10,0,1,3418.540771,235.053787,4.318,1.667360799
0,17,10,0,2,1676.637573,116.912331,8.636,1.603472963
0,17,10,1,1,2609.334717,147.624664,4.318,1.326598722
0,17,10,1,2,1302.33374,73.971878,8.636,1.440446772
0,17,15,0,1,3235.259521,194.263351,4.318,1.544800027
0,17,15,0,2,1589.939575,93.830231,8.636,1.537309845
0,17,15,1,1,3255.393799,195.285721,4.318,1.550785734
0,17,15,1,2,1601.904419,94.345314,8.636,1.540666947
0,17,20,0,1,3230.230225,190.504562,4.318,1.535729923
0,17,20,0,2,1612.941895,95.852303,8.636,1.545994828
0,17,20,1,1,2764.676514,155.546463,4.318,1.372853523
0,17,20,1,2,1380.714844,77.635658,8.636,1.463064915
0,17,25,0,1,3363.828613,191.321335,4.318,1.562545616
0,17,25,0,2,1672.1521,94.863785,8.636,1.554959405
0,17,25,1,1,3179.360596,177.19519,4.318,1.497414847
0,17,25,1,2,1586.121216,87.585014,8.636,1.523090731
0,17,30,0,1,3347.824463,186.978043,4.318,1.550153937
0,17,30,0,2,1666.936401,93.277557,8.636,1.55055178
0,17,30,1,1,3098.685791,168.843475,4.318,1.464230559
0,17,30,1,2,1542.372925,83.860771,8.636,1.506835509
0,17,35,0,1,2797.326416,163.178452,4.318,1.395476978
0,17,35,0,2,1394.318115,81.006729,8.636,1.472904331
0,17,35,1,1,2753.297852,156.245041,4.318,1.372230463
0,17,35,1,2,1372.830811,77.414261,8.636,1.461107963
0,17,40,0,1,2555.227051,152.126465,4.318,1.326187159
0,17,40,0,2,1271.325439,75.330872,8.636,1.437571081
0,17,40,1,1,2505.094238,147.514374,4.318,1.306815167
0,17,40,1,2,1246.276367,72.90696,8.636,1.427633489
0,17,45,0,1,4477.380859,241.224503,4.318,1.879235404
0,17,45,0,2,2241.239014,120.303146,8.636,1.716667225
0,17,45,1,1,4241.737793,220.844666,4.318,1.790987817
0,17,45,1,2,2116.582031,110.278023,8.636,1.671618099
0,17,50,0,1,2603.693359,150.102478,4.318,1.330898403
0,17,50,0,2,1297.329712,74.25515,8.636,1.440120997
0,17,50,1,1,2611.296875,150.987991,4.318,1.334238685
0,17,50,1,2,1300.063232,74.686142,8.636,1.441565406
0,17,55,0,1,2765.703857,158.312164,4.318,1.379026044
0,17,55,0,2,1384.181396,79.353912,8.636,1.467430038
0,17,55,1,1,2637.930664,148.683578,4.318,1.334250006
0,17,55,1,2,1315.996582,73.983124,8.636,1.44303287
0,18,5,0,1,7157.320312,486.365967,4.572,2.942239649
0,18,5,0,2,3633.056396,270.188263,9.144,2.362668913
0,18,5,1,1,7888.21582,538.931396,4.572,3.192937539
0,18,5,1,2,3694.787109,253.814392,9.144,2.338840458
0,18,10,0,1,3368.894775,228.830475,4.572,1.675076365
0,18,10,0,2,1660.940552,113.841934,9.144,1.654851076
0,18,10,1,1,2616.522949,146.075851,4.572,1.355077731
